id,family,language,source,page,year_of_occurrence,village_in_source,village,latitude,longitude,text_type,original,translation_Russian,translation_English,modal_marker,marker disamb,constr_type,copula_or_retr,complement,complement_form,inf_postposition,use,modal_or_non-modal,semantics,mod_type_vAP,mod_type_descriptive,negation_expressed,negation_scope,question,question_type,question_emb,overt_A_S,A_S_case,P_argument,P_number,P_overt,P_case,indexing,animacy,counted_in_corpus,counted_in_subcorpus,im_personality,rule or strategy,speaker info,dialect
bash173,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,H йылдарҙан йоңы килгән болалар күп кәрәк теп / шулай иттереп,"Раз ровесники были, / (то) детей много нужно было, говорят, / вот так и сделали. ",NA,käräk,käräk,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,,,,,,
bash174,Turkic,Bashkir,Машинный фонд,NA,NA,Халилово ,Халилово ,55.900556,56.705556,spontaneous,ней (ы-ы ) берсендә әйтә / әйҙәң / щигең-щигең // кейәүгә китә башласағыҙз кирәк булыр / ҡызлар / дим инде // сигеп ултырабыз ,"Говорю им:
давайте, вышивайте,
когда замуж пойдёте — пригодится, девочки.",NA,käräk,käräk,,NA,NP_ellipsis,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,,,,,,
bash175,Turkic,Bashkir,Машинный фонд,NA,NA,Халилово ,Халилово ,55.900556,56.705556,spontaneous,аннан алырға ҙа аҡсасы ҙа кәрәк исә ,И чтобы купить — деньги тоже нужно,NA,käräk,käräk,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,,,,,,
bash176,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,# но # сәсне кисергә [ре] разрешат итәләр иҙе шул йома көннө инде йомас / тырнаҡ белә сәсне йома коннө [алы..] кисәргә олырға тийеп // ,"Но стричь волосы разрешали в пятницу.
Ногти и волосы в пятницу нужно было стричь.",NA,teješ,teješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash177,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,иҙән йыуыу менә ансы # тоже # бер ней // # например # йарамай иҙән йыуырға [ өсис ] сишәмбе көн йорамай / йомға көн йорамай иҙән йыуарға ,"Мытьё пола — там тоже есть правило.
Например, нельзя мыть пол во вторник.
Нельзя мыть пол в пятницу.",NA,jaraj,jaraj,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,,
bash178,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,иҙән йыуыу менә ансы # тоже # бер ней // # например # йарамай иҙән йыуырға [ өсис ] сишәмбе көн йорамай / йомға көн йорамай иҙән йыуарға ,"Мытьё пола — там тоже есть правило.
Например, нельзя мыть пол во вторник.
Нельзя мыть пол в пятницу.",NA,jaraj,jaraj,jora,NA,VP_ellipsis,NA,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,,
bash179,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,иҙән йыуыу менә ансы # тоже # бер ней // # например # йарамай иҙән йыуырға [ өсис ] сишәмбе көн йорамай / йомға көн йорамай иҙән йыуарға ,"Мытьё пола — там тоже есть правило.
Например, нельзя мыть пол во вторник.
Нельзя мыть пол в пятницу.",NA,jaraj,jaraj,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,,
bash180,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,менә ике көн иннан ныҡ соҡланырға ҡушҡан инде / ана китапта да йозғаннар / теге хоҙай тәғәлә лә [ хуш ] нейткән ҡушҡан / # штоп # йомға көн / сишәмбе көннө ҡора су түкмәскә // ,"В эти два дня надо было особенно усердно молиться.
И в книгах написано,
и Всевышний велел —
чтобы в пятницу и во вторник грязную воду не выливать.",NA,mandative,mandative,,NA,VP,inf_rga,,predicate,non-modal,mandative,,,0,,no,,,0,no,,,,,,,,,,,,
bash181,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,менә ике көн иннан ныҡ соҡланырға ҡушҡан инде / ана китапта да йозғаннар / теге хоҙай тәғәлә лә [ хуш ] нейткән ҡушҡан / # штоп # йомға көн / сишәмбе көннө ҡора су түкмәскә // ,"В эти два дня надо было особенно усердно молиться.
И в книгах написано,
и Всевышний велел —
чтобы в пятницу и во вторник грязную воду не выливать.",NA,INF,INF,inf,NA,VP,form,,predicate,non-modal,mandative,,,0,,no,,,0,no,,,,,,,,,,,,
bash182,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,мунса йағыу нейе дин буйынса отна кис йоғылырға тейеш мунса / мунса кереү / мунса йағыу ,"А по религии баню нужно топить в понедельник вечером.
Баню принимать, баню топить — так положено",NA,teješ,teješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,1,nom,,,,,,inan,,,,,,
bash183,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,суны [ та ] # туже # бер урынға ғына түгәргә инде / кеше йөрөмәгән жиргә ,"Грязную воду тоже надо выливать в одно определённое место,
туда, где люди не ходят.",NA,INF,INF,inf,NA,VP,form,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash184,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,эңер төшкәндә балалрға сығырға яраймы ярамаймы? ,На закате детям можно выходить или нельзя? Были такие запреты?],NA,jaraj,jaraj,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,yes,general,,1,dat,,,,,,hum,,,,,,
bash185,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,эңер төшкәндә балалрға сығырға яраймы ярамаймы? ,На закате детям можно выходить или нельзя? Были такие запреты?],NA,jaraj,jaraj,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,yes,general,,1,dat,,,,,,hum,,,,,,
bash186,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,икенде велә оҡшам орасында мынса керергә йорамай // анда бер нәрсә дә эшләргә йарамай икенде велә оҡшам орасында // ,"Между временем икенде и временем акшам в баню заходить нельзя.
В это время вообще ничего делать нельзя",NA,jaraj,jaraj,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,,
bash187,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,икенде велә оҡшам орасында мынса керергә йорамай // анда бер нәрсә дә эшләргә йарамай икенде велә оҡшам орасында // ,"Между временем икенде и временем акшам в баню заходить нельзя.
В это время вообще ничего делать нельзя",NA,jaraj,jaraj,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,,
bash188,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,// менә ул икенде велә оҡшам орасынды ныҡ соҡланырға диләр инде // бөтөн китапта йазылған икенде велә оҡсам орасына ныҡ итеп соҡланырға ,"В это время надо особенно усердно молиться.
Во всех книгах написано —
в промежутке между икенде и акшам надо усердно молиться",NA,INF,INF,inf,NA,VP,form,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash189,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,// менә ул икенде велә оҡшам орасынды ныҡ соҡланырға диләр инде // бөтөн китапта йазылған икенде велә оҡсам орасына ныҡ итеп соҡланырға ,"В это время надо особенно усердно молиться.
Во всех книгах написано —
в промежутке между икенде и акшам надо усердно молиться",NA,INF,INF,inf,NA,VP,form,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash190,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,# и # анда ул ваҡытта йоҡларға да йарамай икенде велә оҡшам орасында ,И в это время спать нельзя.,NA,jaraj,jaraj,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,,
bash191,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,биш ҡопҡа уйнай иҙек // шнан йөзөк салып уйнай иҙек // оал кирәк тә гөл кирәк / безгә шул кирәк тейе //,"Ещё играли в «пять ворот».
Играли в «кольцо бросать».
Пели: «Нам и роза нужна, нам и цветок нужен",NA,käräk,käräk,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,,,,,,
bash192,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,биш ҡопҡа уйнай иҙек // шнан йөзөк салып уйнай иҙек // оал кирәк тә гөл кирәк / безгә шул кирәк тейе //,"Ещё играли в «пять ворот».
Играли в «кольцо бросать».
Пели: «Нам и роза нужна, нам и цветок нужен",NA,käräk,käräk,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,1,dat,,,,,,,,,,,,
bash193,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,хәзер теге уртаҙағы кешегә әйтәвез кемдә ул йөзөк // ул әйтергә тейеш әгәрҙә ул дөрөс әйтмәсә / йоза бирелә ул кешегә,"Потом спрашиваем у того, кто в центре:
у кого кольцо?
Он должен угадать",NA,teješ,teješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,1,nom,,,,,,hum,,,,,,
bash194,Turkic,Bashkir,Машинный фонд,NA,NA,Туюшево ,Туюшево ,55.865833,56.740556,spontaneous,# ну # үзләрен теге бик күрсәтеп / # возвышать # итә торған кеше түгелләр инде // ней теге $ K кәрәк булса / өздөрөп бейергә ҙә # можитлар # $ C йырларға ҙа ,"Но они не такие люди, которые любят себя показывать, возвышать. Но если надо, они могут и очень хорошо танцевать, и петь. ",NA,käräk,käräk,need,NA,VP_ellipsis,NA,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash195,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы,Нижние Балмазы,55.885833,57.002778,spontaneous,изелмәй ҙә / нитмәй ҙә // кәрәк саҡта ашҡа саласың да аласың ,"Готовый туҡмас не разваривается. Когда нужно, в суп кладёшь и всё.",NA,käräk,käräk,need,NA,VP_ellipsis,NA,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash196,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,ҡоймаҡ # абизателнә # вулырға тейеш ҡөрьән уҡытҡас,После чтения Корана блины обязательно должны быть. ,NA,teješ,teješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,1,nom,,,,,,inan,,,,,,
bash197,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,ҡөрьән уҡығанда # пастайанна # былырға тейеш ул ,Когда читают Коран — это должно быть постоянно. ,NA,teješ,teješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,1,nom,,,,,,inan,,,,,,
bash198,Turkic,Bashkir,Машинный фонд,NA,NA,Нижние Балмазы ,Нижние Балмазы ,55.885833,57.002778,spontaneous,ә мнәә безс ней инде ул / дөрөс булырға тейеш / ҡойсы бер нейҙә өстәл астына су ҡуйалар инде ,Ещё у нас есть такое — чтобы правильно было. В некоторых местах под стол ставят воду — трёхлитровую. ,NA,teješ,teješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash199,Turkic,Bashkir,Машинный фонд,NA,NA,Утягулово,Утягулово,51.7025,57.040556,spontaneous,былай бишкә биргәйнем # вис # кенә / шайтып ҡайтып китергә туры гилде ,"на пятёрки сдал ведь, но всё равно пришлось обратно вернуться",NA,tura kil-,tura kil-,endup,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash200,Turkic,Bashkir,Машинный фонд,NA,NA,Шмидтово,Шмидтово,54.649444,56.190833,spontaneous,бик һирәк кенә инте // #может# кәрәк буғанта ғына әйткәнб*еҙҙер руссаһын ,"очень редко, может, когда нужно было, только тогда по-русски говорили ",NA,käräk,käräk,need,NA,VP_ellipsis,NA,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash201,Turkic,Bashkir,Машинный фонд,NA,NA,Шмидтово,Шмидтово,54.649444,56.190833,spontaneous,ну# директыр ғына әҙерәг әйтеб* алты инте / шул русса һөйләшергә кәрәк тип ,"директор только немного говорил, что по-русски говорить надо ",NA,käräk,käräk,need,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash202,Turkic,Bashkir,Машинный фонд,NA,NA,Архангельское,Архангельское,54.403889,56.779722,spontaneous,менә әле генә шуны йаҙыб* ултырҙыҡ кисә // #тожы# эҙләп таб*ырға гәрәк бит инте / былай #книгала# ,"// вот вчера только сидели, писали // тоже искать надо ведь",NA,käräk,käräk,need,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash203,Turkic,Bashkir,Машинный фонд,NA,NA,Алибаево,Алибаево,51.9325,56.924722,spontaneous,үрсетәб*еҙ инде күпләп // мал тотаб*ыҙ // баҡсаға шул нимә кәрәк # вис # сәсәб*еҙ инде ,"скот разводим, много держим // огород — всё, что нужно, всё сажаем ",NA,käräk,käräk,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,,,,,,
bash204,Turkic,Bashkir,Машинный фонд,NA,NA,Kyzgy,Kyzgy,54.408889,57.1175,spontaneous,ул ауылта миңә мәйтәм / немәкәй кәрәк + бултикән аҙаҡтан // йетмеш бишенсе ҡоролоҡ //,"в той деревне мне, говорю, зачем он потом нужен был-то // засуха семьдесят пятого // ",NA,käräk,käräk,,NA,NP,N,,predicate,non-modal,need,,,0,,yes,rhet_no,,1,dat,,,,,,,,,,,,
bash205,Turkic,Bashkir,Машинный фонд,NA,NA,Kyzgy,Kyzgy,54.408889,57.1175,spontaneous, йыла һуйыб* ултырам // миңә ул миәйтәм / нейә гәрәк + бултикән был йыла тим // кискелектә // ҡырҡып керетәб*еҙ бит инте йыланы // һыйырға йыла һуйам // ,"сено режу, сижу // мне, говорю, зачем нужен был этот сенокос, говорю // вечером // мы же режем и заносим сено тогда // корове сено режу //",NA,käräk,käräk,,NA,NP,N,,predicate,non-modal,need,,,0,,yes,rhet_no,,1,dat,,,,,,,,,,,,
bash206,Turkic,Bashkir,Машинный фонд,NA,NA,Kyzgy,Kyzgy,54.408889,57.1175,spontaneous,// мынта мин үлә йаҙып / йыла һуйам // һуйғы гимәй // өрәнмәгәнем бит инте антай эш эшләп // йыла һуйыб* ултырмаға // миәйтәм / миңә нейә гәрәк + бултикән ? ,"тут я чуть не умираю, сено режу // резать не могу // не привыкла ведь к такой работе, работать // чтобы сидеть и сено резать // говорю: зачем он мне нужен был? //",NA,käräk,käräk,,NA,NP,N,,predicate,non-modal,need,,,0,,yes,rhet_no,,1,dat,,,,,,,,,,,,
bash207,Turkic,Bashkir,Машинный фонд,NA,NA,Kyzgy,Kyzgy,54.408889,57.1175,spontaneous,# һыйырларға һалаб*ыҙ б*ит инте / оҙон килеш // аны әйләнтермәк кәрәк / бәләкәй генә галды // ,"коровам же кладём, тогда / длинными // его же переворачивать надо // осталось совсем чуть-чуть // ",NA,käräk,käräk,need,NA,VP,inf_mak,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash208,Turkic,Bashkir,Машинный фонд,NA,NA,Kyzgy,Kyzgy,54.408889,57.1175,spontaneous,мынау ерҙә бәләкәс ине лә / теге урамта // аҙаҡтан / бесән йуҡ бит инте / әҙ // ул / миәйтәм / нейә гәрәктер инте ,"здесь-то маленькое было, а там — на улице // потом / сена нет ведь тогда / мало // вот / говорю: зачем нужно было тогда //",NA,käräk,käräk,,NA,NP_ellipsis,N,,predicate,non-modal,need,,,0,,yes,rhet_no,,0,no,,,,,,,,,,,,
bash209,Turkic,Bashkir,Машинный фонд,NA,NA,Kyzgy,Kyzgy,54.408889,57.1175,spontaneous,ужы # йаҙға таб*ан // теге ней / бата б*ит инте # ужы # / йаҙ // ҡар бата ла // мәйтәм / ул миңә нейә гәрәк + бултикән ? ,уже / весна // снег проваливается // говорю: зачем он мне нужен был? ,NA,käräk,käräk,,NA,NP,N,,predicate,non-modal,need,,,0,,yes,rhet_no,,1,dat,,,,,,,,,,,,
bash210,Turkic,Bashkir,Машинный фонд,NA,NA,Mishkino,Mishkino,54.000556,59.106389,spontaneous,ә ҡарт ул сығып китһә / өсәр дүртәр ай буйы йөрөр ине / ҡайтмаҫ ине // бында $ H шул донъя гөтөргә генә кеше кәрәг ине аңа ,"а старик, если выйдет, то по три-четыре месяца бы ходил / не возвращался бы // здесь $ H — ему только хозяйство держать человек нужен был ",NA,käräk,käräk,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,1,dat,,,,,,,,,,,,
bash211,Turkic,Bashkir,Машинный фонд,NA,NA,Moskovo,Moskovo,53.980278,59.1025,spontaneous,уҡытыусы була $H саҡ / мин (ай) / аҙнаһына # иногда # / ике өс тапҡыр б*арырға туры гилә ,когда работала учителем $H / я (ай) / в неделю # иногда # / два-три раза ездить должна была // каждый # вторник ,NA,tura kil-,tura kil-,endup,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash212,Turkic,Bashkir,Машинный фонд,NA,NA,Moskovo,Moskovo,53.980278,59.1025,spontaneous,шунда семинарҙа беҙ / беҙгә төрлө йүнәлештәр б*ирәләр инде / нисегитеп эшләргә / ниндәй отчеттарҙы у*аҡытында ,на том семинаре нам / дают разные направления / как работать / какие отчёты вовремя сдавать ,NA,INF,INF,inf,NA,VP,form,,predicate,modal,necessity,,,0,,yes,del,indir,0,no,,,,,,,,,,,,
bash213,Turkic,Bashkir,Машинный фонд,NA,NA,Moskovo,Moskovo,53.980278,59.1025,spontaneous,ә / шан беҙ # ище # предметник уҡытҡан предметтар күп булғас / математиканан да / фәндәрҙән / мына информатиканан / шул семинарҙарға барырға тура килә ул ,а / потом мы ещё и предметники — предметов много ведём / и по математике / по другим наукам / вот по информатике / на такие семинары тоже надо ездить ,NA,tura kil-,tura kil-,endup,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash214,Turkic,Bashkir,Машинный фонд,NA,NA,Moskovo,Moskovo,53.980278,59.1025,spontaneous,шул / төштән һуң кәрәк икәндә барып киләбеҙ / өстәге мән / рейс менән / # уже # тиҙ генә утырып / # адел # # абразования # берәй эште китереп йеткерегә ҡушһа / тиҙ генә барып киләбеҙ ,если нужно после обеда — ездим верхним рейсом / # уже # быстро садимся если в # отдел # # образования # какую-то работу передать поручат / быстро съездим ,NA,käräk,käräk,need,NA,VP_ellipsis,NA,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash215,Turkic,Bashkir,Машинный фонд,NA,NA,Moskovo,Moskovo,53.980278,59.1025,spontaneous,нишләйең инде / ҡайҙа б*араң / эш булғас / ашаған икмәгең шул булғас / йөрөргә тура килә //,что поделаешь / куда денешься / раз работа есть / раз это твой хлеб / ездить надо //,NA,tura kil-,tura kil-,endup,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash216,Turkic,Bashkir,Машинный фонд,NA,NA,Наурузово ,Наурузово ,54.046111,59.085833,spontaneous,ә былай баҙарға тейәнеб барырға буһа / техника менән барырға гәрәг инде,а вот если на базар с грузом ехать / надо ехать на технике //,NA,käräk,käräk,need,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash217,Turkic,Bashkir,Машинный фонд,NA,NA,Наурузово ,Наурузово ,54.046111,59.085833,spontaneous,# и # автобусға ла ҡайһы у*ахытта өлгөрөлмәй / төрлө у*аҡыт тура гилә ,и на автобус иногда не успеваю / в разное время приходится ,NA,tura kil-,tura kil-,endup,NA,VP_ellipsis,NA,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash218,Turkic,Bashkir,Машинный фонд,NA,NA,Mishkino,Mishkino,54.000556,59.106389,spontaneous,буҙаны нисек эшләргә / кәрәк буһа өйрәтермен һораһағыҙ ,"как делать бузу / если нужно будет — научу, если спросите",NA,INF,INF,inf,NA,VP,form,,predicate,modal,necessity,,,0,,yes,del,,0,no,,,,,,,,,,,,
bash219,Turkic,Bashkir,Машинный фонд,NA,NA,Mishkino,Mishkino,54.000556,59.106389,spontaneous,буҙаны нисек эшләргә / кәрәк буһа өйрәтермен һораһағыҙ ,"как делать бузу / если нужно будет — научу, если спросите",NA,käräk,käräk,need,NA,VP_ellipsis,NA,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash220,Turkic,Bashkir,Машинный фонд,NA,NA,Mishkino,Mishkino,54.000556,59.106389,spontaneous,туй ул башҡорт халҡының үҙ йолаһы / кейәүгә сыҡҡасһың / хәленән киләме килмәйме туй үткәреү гәрәк тиб* уйлайым мин ,"свадьба — это свой обычай башкирского народа / замуж выходишь / получится по силам или не получится — свадьбу проводить надо, думаю я",NA,käräk,käräk,need,NA,VP,nmz,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash221,Turkic,Bashkir,Машинный фонд,NA,NA,Наурузово,Наурузово,54.046111,59.085833,spontaneous,беҙнекеләр ( ) ней булыр ине / гафуровтар килеп сығырға тейеш була инде ,"так выходит // вот так переходило / считай, у наших ( ) что было бы — Гафуровы должны были бы получиться",NA,teješ,teješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,1,nom,,,,,,hum,,,,,,
bash222,Turkic,Bashkir,Машинный фонд,NA,NA,Наурузово,Наурузово,54.046111,59.085833,spontaneous,ну уның өсөн ир геше гәрәк ,но для этого нужен мужчина ,NA,käräk,käräk,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,,,,,,
bash223,Turkic,Bashkir,Машинный фонд,NA,NA,Наурузово,Наурузово,54.046111,59.085833,spontaneous,балэскән ( .. ) ул / өҫтә / аҡҡан йерендә / нимә тиб әйтәйем икән / бал ҡорттары / ҡырағай бал ҡорттарының ойаһы емерелеб төшкән дә / ағаста б*улып / шул һыуға тәм биреб* йатҡан //,"Балэскән — это / наверху / где течёт / как сказать / пчёлы / гнездо диких пчёл разрушилось, упало / на дереве было / и той воде вкус придавало ",NA,hort,hort,imp,NA,VP,form,,predicate,modal,necessity,,,0,,yes,del,,0,no,,,,,,,,,,,,
bash224,Turkic,Bashkir,Машинный фонд,NA,NA,Moskovo,Moskovo,53.980278,59.1025,spontaneous,// ыҙалаһа ла / нимә эштәйең ,хоть и мучается / а что делать,NA,prs,prs,,NA,VP,form,,predicate,modal,prs/hab,,,0,,yes,rhet_no,,0,no,,,,,,,,,,,,
bash225,Turkic,Bashkir,Машинный фонд,NA,NA,Moskovo,Moskovo,53.980278,59.1025,spontaneous,атты тотҡас / ат һымаҡ кеше гәрәк // ,когда лошадь держишь / должен быть человек как для лошади // ,NA,käräk,käräk,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,,,,,,
bash226,Turkic,Bashkir,Машинный фонд,NA,NA,Moskovo,Moskovo,53.980278,59.1025,spontaneous,көн һайын артынан йүгереб* йөрөргә гәрәк // ,каждый день за ней бегать надо // ,NA,käräk,käräk,need,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash227,Turkic,Bashkir,Машинный фонд,NA,NA,Moskovo,Moskovo,53.980278,59.1025,spontaneous,ҡолоҡайы б*ула / аныһын аҫырарға кәрәк // бер йәш йарым тирәһенә йетһә / һуйып / ней б*улайинде / һуғым ,"жеребёнок бывает / его кормить надо // когда до полутора лет дорастёт / забить / это уже на мясо, на заготовку",NA,käräk,käräk,need,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
bash228,Turkic,Bashkir,Машинный фонд,NA,NA,Moskovo,Moskovo,53.980278,59.1025,spontaneous,ул ( ) шулай була инде / нимәштәйең ? беҙ ҡартайғас / кәрәкмәйб*еҙ хәҙер ,что поделаешь? мы состарились / не нужны уже теперь ,NA,käräk,käräk,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,,,,,,
chuv1,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,mën kajmanizene mar pern vet ʦelinaja ilze gajmala polza,"{Мальчики   все   пристают ,  все   послеармейские   учились .  Что ?  Неслужившие ,  нам   ведь   на   Целину   надо   было   ехать.}",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,1,gen,,,,,,hum,,,,,,
chuv2,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,"ɕas oldə  ojəkra veɕ vërenze tokmala
 ﻿",Сейчас ...  за   шесть   месяцев   надо   выучиться . ,NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv3,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,liʦenzi srogə për ik kondan tokmala anʥak так что так что  perën обязательно  loɕ tɨtmala,"Срок   лицензии   должен   был   истечь   через   один-два   дня, Так   что   нам   обязательно   надо   было   поймать   лося .",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,1,nom,,,,,,inan,,,,,,
chuv4,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,liʦenzi srogə për ik kondan tokmala anʥak так что так что  perën обязательно  loɕ tɨtmala,"Срок   лицензии   должен   был   истечь   через   один-два   дня, Так   что   нам   обязательно   надо   было   поймать   лося .",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,1,gen,,,,,,hum,,,,,,
chuv5,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,a saldaga gajmanəzan saldaga gajmala vəlzan osi ɕok,"А тем, кто в армию не ходил, потом в армию надо, от них нет пользы",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,1,nom,,,,,,hum,,,,,,
